index,category,clean_skills
288,Advocate,['']
289,Advocate,['']
290,Advocate,['']
291,Advocate,"['Litigation', 'Legal Assistance', 'Civil Litigation']"
292,Advocate,"['WTO', 'International Trade Law', 'Litigation', 'International Law', 'Tax', 'Tax Law', 'Dispute Resolution', 'Indian Taxation', 'Foreign Investment']"
293,Advocate,"['Litigation', 'Legal Research', 'Legal Writing']"
294,Advocate,"['Corporate Law', 'Legal Advice', 'Arbitration', 'Corporate Governance', 'Mergers & Acquisitions', 'Legal Writing', 'Due Diligence', 'Intellectual Property', 'Courts', 'Legal Assistance', 'Legal Research', 'Litigation', 'Criminal Law', 'Contract Management', 'Document Drafting', 'Commercial Litigation', 'Recruiting', 'Human Resources', 'System Administration', 'Project Finance', 'Income Tax', 'Risk Management', 'General Insurance', 'Life Insurance', 'Microsoft Office', 'Microsoft Excel', 'Microsoft Word', 'Management', 'Negotiation', 'Dispute Resolution', 'Teaching', 'Coaching', 'Employee Training', 'Legal Opinions', 'Company Secretarial Work', 'medico-legal', 'Legal and company secretarial services', 'Inhouse counselling', 'Administrat']"
295,Advocate,"['Research', 'Strategic Planning', 'Customer Service']"
296,Advocate,['']
297,Advocate,"['Film', 'Entertainment', 'Feature Films']"
298,Advocate,"['Civil Litigation', 'Legal Advice', 'Legal Research', 'Legal Writing', 'Litigation', 'Corporate Law', 'Criminal Law', 'Research', 'Public Speaking']"
299,Advocate,['']
300,Advocate,['']
301,Advocate,"['Customer Service', 'Negotiation', 'Research']"
302,Advocate,"['Microsoft Office', 'Financial Accounting', 'Financial Analysis', 'Financial Reporting', 'Tax', 'Auditing']"
303,Advocate,"['Legal Advice', 'Corporate Law', 'Microsoft Office']"
304,Business Development,"['Sales Management', 'Account Management', 'New Business Development', 'Selling', 'Sales', 'Solution Selling', 'Strategic Planning', 'Marketing Strategy', 'Business Development', 'Direct Sales', 'Sales Process', 'Sales Operations', 'B2B', 'Marketing', 'Consultative Selling', 'Salesforce.com', 'Management', 'Lead Generation', 'Cold Calling', 'Team Building']"
305,Business Development,"['Human Resources', 'Management', 'Business Development', 'Market Research', 'Marketing', 'Talent Acquisition', 'Business Analysis', 'Business Strategy', 'Competitive Analysis', 'CRM', 'Screening', 'Advertising', 'Consulting', 'Recruiting', 'MIS', 'Team Management', 'Employee Engagement', 'Sourcing', 'Employee Relations']"
306,Business Development,"['Market Research', 'Marketing Strategy', 'Marketing', 'Business Development', 'Marketing Communications', 'Social Media', 'Digital Marketing', 'CRM', 'Event Planning', 'Research', 'Business Strategy', 'Sales', 'Advertising', 'Strategic Planning', 'Marketing Management', 'Retail Marketing', 'Vendor Management', 'Customer Satisfaction', 'Long-term Customer Relationships', 'Marketing Research', 'Market Analysis', 'Social Media Marketing', 'Competitive Analysis', 'Retail', 'Online Marketing', 'Public Relations', 'Project Management', 'Brand Management', 'Product Launch', 'Product Marketing', 'Social Networking', 'Microsoft Office', 'PowerPoint', 'Microsoft Word', 'Microsoft Excel', 'Windows', 'MIS', 'Team Management', 'Teamwork', 'Mana']"
307,Business Development,"['Catia', 'Kaizen', 'AutoCAD']"
308,Business Development,"['Pre-sales', 'Vendor Management', 'Service Delivery', 'SDH', 'CDMA', 'Troubleshooting', 'Business Development', 'Wireless', 'IP', '3G', 'UMTS', 'Business Analysis', 'Resource Management', 'Fiber Optics', 'SS7', 'VoIP', 'Transmission', 'Ethernet', 'Microwave', 'Requirements Analysis', 'Customer Relationship Management \\(CRM\\)', 'Outsourcing', 'Performance Management', 'Microsoft Office', 'GSM', 'LTE', 'C', 'Microsoft Excel', 'Team Management', 'Management']"
309,Business Development,"['Business Development', 'Key Account Management', 'Sales Management']"
310,Business Development,['']
311,Business Development,"['Team Management', 'Business Development', 'CRM', 'Cloud Computing', 'Business Analysis', 'Customer Relationship Management \\(CRM\\)', 'Account Management', 'Pre-sales', 'Integration', 'Vendor Management', 'Solution Selling', 'Sales', 'Sales Management', 'Professional Services', 'Sales Operations', 'BPO', 'Operations Management', 'Business Process Improvement', 'ERP', 'Enterprise Resource Planning \\(ERP\\)', 'Enterprise Software', 'Salesforce.com', 'SaaS', 'Software as a Service \\(SaaS\\)', 'Management', 'Training', 'Leadership', 'Team Leadership', 'Process Improvement']"
312,Business Development,['']
313,Business Development,"['Product Marketing', 'Sales', 'Business Development', 'Marketing Strategy', 'Market Research', 'Business Analysis', 'Project Planning', 'Business Planning', 'Vendor Management', 'Branding', 'Logistics Management', 'Key Account Management', 'Product Development', 'Strategy', 'Marketing', 'Analysis', 'Pricing', 'Product Management', 'Business Strategy', 'Sales Management', 'Project Management', 'Competitive Analysis', 'Management', 'Training', 'Team Management', 'Cross-functional Team Leadership', 'Negotiation', 'New Business Development']"
314,Business Development,"['Business Development', 'Team Management', 'Pre-sales']"
315,Business Development,"['hardworking ', 'passionate ', 'dedicated ', 'quick learner ', 'focused ']"
316,Business Development,"['Marketing Communications', 'Business Development', 'Strategy', 'Business Strategy', 'Sales', 'Joint Ventures', 'Professional Services', 'Marketing Strategy', 'Venture Capital', 'Start-ups', 'New Business Development']"
317,Business Development,"['Business Development', 'Strategy', 'Marketing Communications', 'Marketing Management', 'Marketing', 'Competitive Analysis', 'Business Strategy', 'Strategic Planning', 'Entrepreneurship', 'Product Development', 'Market Planning', 'B2B', 'Sales', 'B2B Marketing', 'Brand Management', 'BtoB', 'Outsourcing', 'Leadership', 'Web Strategy', 'Développement commercial', 'Communication marketing', 'Stratégie', 'Stratégie commerciale', 'Analyse de la compétition', 'Management marketing', 'Planification stratégique', 'Planification d’évènements', 'Marketing numérique', 'Gestion de la relation client \\(CRM\\)', 'Partenariat distribution', 'Anglais', 'Français', 'Marketing des services', 'Marketing stratégique', 'Lancement de produit', 'Formation en ligne', 'E']"
318,Business Development,"['Lead Generation', 'New Business Development', 'Business Development', 'Sales', 'Direct Marketing', 'B2B', 'Marketing', 'B2B Marketing', 'Relationship Marketing', 'Customer Acquisition', 'Email Marketing', 'Integrated Marketing', 'Marketing Strategy', 'Strategy', 'Key Account Management', 'Business-to-Business \\(B2B\\)', 'Account Management', 'Customer Relationship Management \\(CRM\\)', 'Training', 'Sales Promotion', 'Loyalty Programs', 'Incentives', 'Product Placement', 'Promotions', 'sales mentor']"
319,Business Development,"['Marketing Strategy', 'Business Development', 'Business Strategy', 'Business Analysis', 'Business Analytics', 'Strategy', 'Sponsorship', 'Strategic Planning', 'Sports Management', 'Sports Marketing', 'Digital Marketing', 'Research', 'Digital Media', 'CRM', 'Social Media Marketing', 'Digital Strategy', 'Sales', 'Account Management', 'Sales Management', 'Analytics', 'Brand Management', 'Data Analysis', 'Management Consulting', 'Competitive Analysis', 'Project Management', 'Pricing Strategy', 'Valuation', 'Forecasting', 'Market Research', 'Microsoft Excel', 'Strategic Partnerships', 'Business Insights', 'Ticket Sales', 'Digital', 'Process Consulting', 'Industry Research', 'Sales Planning']"
320,Business Development,"['Cloud Computing', 'Business Alliances', 'Business Intelligence', 'Go-to-market Strategy', 'Pre-sales', 'Product Management', 'CRM', 'Master Data Management', 'Strategy', 'Integration', 'Product Marketing', 'Business Development', 'Solution Architecture', 'Consulting', 'Professional Services', 'Big Data', 'Solution Selling', 'Program Management', 'Sales Enablement', 'Global Business Development', 'Data Integration', 'Demand Generation', 'Account Management', 'Product Launch', 'Channel Partners', 'M&A experience', 'Enterprise Software', 'SaaS', 'Salesforce.com', 'Informatica', 'Partner Management', 'Strategic Partnerships', 'Leadership', 'Cross-functional Team Leadership', 'Lead Generation', 'Software Solutions', 'Partnerships', 'Strategic ']"
321,Business Development,"['Team Management', 'Derivatives', 'Capital Markets', 'Commodity', 'Trading', 'Business Development', 'Equities', 'Risk Management', 'Financial Markets', 'Business Strategy', 'Financial Analysis', 'Business Planning', 'Financial Services', 'Management', 'Leadership', 'Training', 'Relationship Management', 'Business Relationship Management', 'Problem Solving', 'Critical Thinking', 'Teamwork', 'Work ethic']"
322,Business Development,"['PowerPoint', 'Microsoft Excel', 'Microsoft Office', 'Market Research', 'Stata', 'Excel', 'Nielsen Galaxy Explorer', 'Nielsen', 'Experian Simmons']"
323,Business Development,"['Product Marketing', 'Marketing Strategy', 'Marketing', 'Business Development', 'Strategy', 'Sales', 'Retail', 'Event Planning', 'Mobile Devices', 'Product Launch', 'Merchandising', 'Public Relations', 'Social Media', 'Entertainment', 'Advertising', 'Brand Development', 'Social Media Marketing', 'Brand Management', 'Business Strategy', 'Digital Media', 'Retail Marketing', 'Digital Marketing', 'Digital Strategy', 'Start-ups', 'Integrated Marketing', 'E-commerce', 'Media Buying', 'Sponsorship', 'Go-to-market Strategy', 'Sponsorships', 'Branding & Identity', 'Trademarks', 'Consumer Electronics', 'Multi-channel Marketing', 'Relationship Marketing', 'Trade Shows', 'Brand Architecture', 'Product Launches', 'Branding Development', 'Creati']"
324,Business Development,"['Business Development', 'Market Research', 'Lead Generation', 'Business Analysis', 'Marketing', 'Competitive Analysis', 'Sales', 'Marketing Strategy', 'Vendor Management', 'Pre-sales', 'Account Management', 'Analysis', 'Key Account Management', 'E-Learning', 'Customer Relationship Management \\(CRM\\)', 'Translation', 'Localization', 'Microsoft Office', 'Management', 'Team Management', 'New Business Development']"
325,Business Development,"['Recruiting', 'Human Resources', 'Sourcing', 'Executive Search', 'Screening', 'Business Development', 'Hiring', 'Strategic Planning', 'Job Descriptions', 'HR Consulting', 'Business Strategy', 'Recruitment Advertising', 'Contract Recruitment', 'Screening Resumes', 'HR Policies', 'Marketing Communications', 'Risk Management', 'Succession Planning', 'International Business', 'Staff Training', 'Customer Relations', 'Onboarding', 'Talent Acquisition', 'Social Networking', 'Recruitment/Retention', 'Microsoft Office', 'HRIS', 'Interviews', 'Management', 'Training', 'Negotiation', 'Leadership', 'Team Management', 'Interviewing', 'Team Leadership', 'Employee Relations', 'Organizational Development', 'Talent Management', 'Team Building', 'Ti']"
326,Business Development,"['Management', 'Pre-sales', 'Business Development']"
327,Business Development,"['Business Development', 'Product Marketing', 'Key Account Management']"
328,Business Development,"['Marketing', 'Marketing Communications', 'Marketing Strategy']"
329,Business Development,"['Business Development', 'Retail', 'Market Research', 'Strategy', 'Business Strategy', 'Real Estate', 'Business Planning', 'Entrepreneurship', 'Brand Management', 'Marketing Strategy', 'Strategic Planning', 'Marketing', 'Project Management', 'Competitive Analysis', 'Project Planning', 'Competitive Intelligence', 'Key Account Management', 'Product Development', 'Marketing Management', 'Operations Management', 'Value Engineering', 'Sales', 'Negotiation', 'Team Management', 'Management', 'Leadership', 'New Business Development', 'Networking', 'Strategic Alliances', 'Profit', 'Communication of Brand Vision', 'Driving Transformational change', 'Global to Regional strategy development']"
330,Business Development,"['Team Management', 'Sales', 'Business Development']"
331,Business Development,"['Business Development', 'Management', 'Sales']"
332,Business Development,"['Financial Modeling', 'Valuation', 'Corporate Finance', 'Due Diligence', 'Finance', 'Energy', 'Mergers & Acquisitions', 'Project Finance', 'Portfolio Management', 'Investment Banking', 'Strategy', 'Structured Finance', 'Business Strategy', 'Capital Markets', 'Financial Analysis', 'Investments', 'Financial Structuring', 'Emerging Markets', 'Big Data', 'Data Analysis', 'Business Development', 'Strategic Planning', 'Entrepreneurship', 'Wealth Management', 'Corporate Development', 'Start-ups', 'Product Development', 'Business Planning', 'Mergers & Acquisitions \\(M&A\\)', 'Banking', 'Financial Services', 'Sales', 'Business Analysis', 'Bloomberg', 'R', 'Python', 'SQL', 'Microsoft Office', 'Microsoft Excel', 'C++', 'Leadership', 'Tea']"
333,Business Development,"['Strategic Partnerships', 'Go-to-market Strategy', 'Enterprise Software', 'Product Management', 'Cloud Computing', 'Start-ups', 'Business Strategy', 'Mobile Applications', 'Mergers & Acquisitions', 'Entrepreneurship', 'Mobile Devices', 'Security', 'Strategy', 'Business Development', 'M&A experience', 'Business Management', 'Venture Capital', 'Corporate Development', 'Mobile', 'Mergers', 'Management Consulting', 'Strategic Planning', 'Big Data', 'Machine Learning', 'Consulting', 'SaaS', 'Software as a Service \\(SaaS\\)', 'Salesforce.com', 'Business Alliances', 'Strategic Leadership', 'Alliances', 'Organizational Leadership', 'Leadership', 'Management', 'Strategic Alliances', 'New Business Development', 'Managing High Performance Teams', 'OEM']"
334,Business Development,"['Microsoft Office', 'Customer Service', 'Microsoft Excel']"
335,Business Development,"['Strategic Planning', 'Project Management', 'Sales']"
336,Business Development,"['Strategic Partnerships', 'Start-ups', 'Business Strategy', 'Entrepreneurship', 'Business Development', 'Market Research', 'Competitive Analysis', 'Management Consulting', 'Email Marketing', 'Financial Modeling', 'Strategy', 'Digital Media', 'Marketing', 'Analytics', 'Mobile Devices', 'Valuation', 'Mergers & Acquisitions', 'Marketing Communications', 'Analysis', 'Marketing Strategy', 'Entrepreneur', 'Leadership', 'Management', 'Training', 'Media Strategy']"
337,Business Development,"['Marketing Communications', 'Marketing Strategy', 'Marketing']"
338,Business Development,"['Strategic Planning', 'Management', 'Retail', 'Strategy', 'Sales', 'Human Resources', 'Product Management', 'Market Planning', 'Marketing', 'Business Development', 'Business Planning', 'Business Strategy', 'Sales Management', 'Team Management', 'Negotiation', 'Effective leader', 'New Business Development', 'Distributor/Dealer Management .National/Regional Sales Management', 'Marketing & Advertising,•\\tAccount Management •\\tBusiness Development', '•\\tTeam Leadership/Training •\\tReseller Accounts •\\tCustomer Base Expansion', '•\\tTerritory Sales Management •\\tPull-through Marketing•\\tMarket Share Expansion', '•\\tProduct Training & Placement •\\tSales & Distribution Channels', '•\\tPublic Relation & Promotions •\\tPresentation & Proposals', '•\\tBrand Awareness/Development •\\tHospitality-Mktg. & Admini']"
339,Business Development,"['Leadership', 'Strategic Planning', 'Cross-functional Team Leadership', 'Managed Care', 'Business Development', 'Strategy', 'Healthcare', 'Employee Benefits', 'Medicare', 'Selling', 'Business Strategy', 'Sales', 'Human Resources', 'Medicaid', 'Health Insurance', 'Pharmaceutical Industry', 'Consulting', 'Health Policy', 'Pharmacy', 'Disease Management', 'Healthcare Industry', 'Management', 'Pharmacy Benefit Management', 'Process Improvement']"
340,Business Development,"['Management', 'Project Management', 'Engineering']"
341,Business Development,['']
342,Business Development,"['Strategy', 'Business Development', 'Strategic Partnerships', 'Analytics', 'Mobile Devices', 'Business Strategy', 'Digital Media', 'Strategic Planning', 'Entrepreneurship', 'Social Media Marketing', 'Project Management', 'Account Management', 'Management Consulting', 'Product Management', 'Product Development', 'Go-to-market Strategy', 'Integration', 'Cloud Computing', 'Mergers & Acquisitions', 'Telecommunications', 'Sales', 'SaaS', 'Management', 'Leadership', 'Cross-functional Team Leadership']"
343,Business Development,"['Product Marketing', 'Go-to-market Strategy', 'Product Management', 'Network Security', 'Channel Partners', 'Demand Generation', 'Strategy', 'Cloud Computing', 'Multi-channel Marketing', 'Firewalls', 'Security', 'IP', 'Product Development', 'Solution Selling', 'Business Development', 'LAN-WAN', 'Sales Operations', 'Product Lifecycle Management', 'Market Research', 'Product Launch', 'Sales', 'Sales Process', 'Professional Services', 'Sales Enablement', 'Marketing', 'Competitive Analysis', 'Business Strategy', 'Mobile Devices', 'Corporate Branding', 'Computer Security', 'Security Technologies', 'Public Relations', 'Channel Marketing', 'Email Marketing', 'LAN/WAN', 'SaaS', 'Enterprise Software', 'Salesforce.com', 'Lead Generation', 'S']"
344,Business Development,['']
345,Business Development,"['Microsoft Office', 'Customer Service', 'Management']"
346,Business Development,"['Growth Strategies', 'Business Development', 'Business Analysis']"
347,Business Development,"['Sports', 'Sports Marketing', 'Sponsorship Sales', 'Basketball', 'International Relations', 'International Business Development', 'Sponsorship Activation', 'Bilingual']"
348,Business Development,"['Team Management', 'Corporate Finance', 'Business Development']"
349,Business Development,"['SEO', 'PPC', 'Online Marketing', 'Online Advertising', 'Email Marketing', 'SEM', 'SMM', 'Business Development', 'Marketing Strategy', 'Team Building', 'Online Branding']"
350,Business Development,['']
351,Business Development,"['Key Account Management', 'Business Development', 'Sales Management', 'Competitive Analysis', 'Marketing', 'Sales', 'Market Research', 'Recruiting', 'Team Management', 'Management', 'Negotiation', 'Customer Service', 'Distributed Team Management', 'New Business Development']"
352,Business Development,['']
353,Business Development,"['Healthcare', 'Healthcare Management', 'Healthcare Information Technology']"
354,Health & Fitness,"['Entrepreneur', 'Health and Fitness', 'Business Coaching', 'Project Management', 'Business Analysis', 'Business Development', 'Agile Methodologies', 'Enterprise Resource Planning \\(ERP\\)', 'Consulting', 'Software Development Life Cycle \\(SDLC\\)', 'Software Project Management', 'Business Planning', 'Strategic Communications', 'Corporate Communications', 'Social Media Communications', 'Team Management', 'Leadership Development', 'Community Development', 'Interpersonal Communication', 'Storytelling', 'Marathon Runner', 'Member of Toastmasters', 'Small Business Development', 'Business Decision Making', 'Weight Loss Coaching', 'Personal Coaching', 'Leadership Development Coaching', 'Sales Management Coaching', 'Story Pitching', 'Entrepreneurship Education', 'Soft skill traine']"
355,Health & Fitness,"['Personal Training', 'Fitness', 'Nutrition', 'Fitness Training', 'Strength Training', 'Sports', 'Weight Training', 'Wellness', 'Sports Nutrition', 'Functional Training', 'Exercise Physiology', 'Coaching', 'Nutritional Counseling', 'Fitness Industry', 'Weight Management']"
356,Health & Fitness,"['Fitness', 'Wellness', 'Exercise Physiology', 'Nutrition', 'Fitness Training', 'Sports Nutrition', 'Personal Training', 'Strength Training', 'Weight Training', 'Athletics', 'Wellness Coaching', 'Nutritional Counseling', 'Coaching', 'Public Speaking', 'Lifestyle']"
357,Health & Fitness,['']
358,Health & Fitness,"['Healthcare', 'Public Speaking', 'Microsoft Office', 'Fitness', 'Wellness', 'Microsoft Excel', 'Microsoft PowerPoint', 'Management', 'Leadership']"
359,Health & Fitness,"['Wellness', 'Fitness', 'Yoga', 'Wellbeing', 'Holistic Health', 'Nutrition', 'Small Business', 'Recruiting', 'Personal Training', 'Fitness Training', 'Wellness Coaching', 'Stress Management', 'Nutritional Counseling', 'Hatha Yoga', 'Lifestyle']"
360,Health & Fitness,"['Wellness', 'Weight Training', 'Wellbeing', 'Fitness', 'Sports Nutrition', 'Functional Training', 'Healing', 'Sports', 'Exercise Physiology', 'Nutritional Counseling', 'Wellness Coaching', 'Lifestyle', 'Weight']"
361,Health & Fitness,"['Fitness', 'Sports Injuries', 'Injury Prevention', 'Rehabilitation', 'Strength Training', 'Personal Training', 'Physical Therapy', 'Wellness', 'Manual Therapy', 'Musculoskeletal', 'Healthcare', 'Treatment', 'Sports Medicine', 'Back Pain', 'Exercise Prescription', 'Pain Management', 'Exercise Physiology', 'Sports', 'Orthopedics', 'Strategy', 'Business Development', 'Project Management', 'Marketing', 'Entrepreneurship', 'Business Strategy', 'Event Management', 'Hospitals', 'Event Planning', 'Training', 'Teaching', 'Leadership', 'Management', 'Customer Service', 'Public Speaking', 'Coaching', 'Team Building', 'Time Management', 'Leadership Development', 'Team Leadership']"
362,Health & Fitness,"['Public Speaking', 'Customer Service', 'Training', 'Strategic Planning', 'Change Management', 'Personal Training', 'Therapeutic Massage', 'Executive Administrative Assistance', 'Fitness Training', 'Project Management', 'Operations Management', 'Strength & Conditioning', 'Sports Nutrition', 'Teaching Adults', 'Budgets', 'Project Planning', 'First Aid', 'Research', 'Human Resources', 'Contract Management', 'Social Media', 'Administration', 'Health & Fitness', 'Writer', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'PowerPoint', 'Coaching', 'Team Leader', 'Management', 'Team Leadership', 'Teaching ', 'Team Building', 'Supervisory Skills', 'Contract Negotiation', 'Motivational Speaking', 'Business Administration', 'Dental Assist']"
363,Health & Fitness,['']
364,Health & Fitness,"['Functional Training', 'Weight Loss Coaching', 'High Intensity Interval Training']"
365,Health & Fitness,['']
366,Health & Fitness,['']
367,Health & Fitness,"['Public Speaking', 'Customer Service', 'Training', 'Strategic Planning', 'Change Management', 'Personal Training', 'Therapeutic Massage', 'Executive Administrative Assistance', 'Fitness Training', 'Project Management', 'Operations Management', 'Strength & Conditioning', 'Sports Nutrition', 'Teaching Adults', 'Budgets', 'Project Planning', 'First Aid', 'Research', 'Human Resources', 'Contract Management', 'Social Media', 'Administration', 'Health & Fitness', 'Writer', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'PowerPoint', 'Coaching', 'Team Leader', 'Management', 'Team Leadership', 'Teaching ', 'Team Building', 'Supervisory Skills', 'Contract Negotiation', 'Motivational Speaking', 'Business Administration', 'Dental Assist']"
368,Health & Fitness,"['Sports Nutrition', 'Fitness Training', 'Fitness']"
369,Health & Fitness,"['Fitness Training', 'Weight Management', 'Strength & Conditioning', 'Strength Training', 'Sports Nutrition', 'Real Estate', 'Loans', 'Marketing', 'Analytical Skills', 'Mortgage Lending', 'Investment Properties', 'Finance', 'Sales', 'CRM', 'Financial Risk', 'Investments', 'Portfolio Management', 'Risk Management', 'Sports', 'Nutrition', 'Weight Training', 'Cardiopulmonary Resuscitation \\(CPR\\)', 'Strong oral and written communication skills', 'Leadership', 'Management', 'Team Leadership', 'Negotiation', 'Training', 'Excellent time management skills', 'Wellness Coaching', 'Nutritional Counseling', 'Fitness Instruction', 'Aerobics', 'Plyometrics', 'High Intensity Interval Training', 'Calisthenics', 'Spinning', 'TRX Suspension Training', 'Ex']"
370,Health & Fitness,"['Wellness', 'Fitness Training', 'Fitness', 'Exercise Physiology', 'Health Education', 'Strength Training', 'Personal Training', 'Nutrition', 'Cpr Certified', 'Program Development', 'Event Planning', 'Social Media', 'Health Promotion', 'Public Speaking', 'Wellness Coaching', 'Customer Service', 'Coaching', 'Fitness Industry', 'Cardiovascular Fitness', 'Fitness Center', 'Employee Wellness', 'Corporate Wellness', 'Health & Wellness']"
371,Health & Fitness,"['Fitness', 'Wellness', 'Training']"
372,Health & Fitness,"['Strength Training', 'Weight Training', 'Personal Training', 'Fitness Training', 'Fitness', 'Nutrition', 'Functional Training', 'Sports Nutrition', 'Wellbeing', 'Sports', 'Sports Injuries', 'Wellness', 'Exercise Physiology', 'Injury Prevention', 'Athletics', 'Exercise Prescription', 'Strength ', 'Rehabilitation', 'Military', 'Strength & Conditioning', 'Coaching', 'Training', 'Wellness Coaching', 'Lifestyle Coaching', 'Sports Coaching', 'Personal Development', 'Nutritional Counseling', 'Circuit Training', 'Kettlebells', 'Corrective Exercise', 'Core Strength', 'Fitness Consulting', 'Endurance', 'Weight Loss Coaching', 'Cardio', 'Agility', 'Performance Enhancement', 'Boot Camp', 'Operant Conditioning', 'Boxing', 'Weight Management']"
373,Health & Fitness,"['Fitness', 'Personal Training', 'Strength Training', 'Wellness', 'Nutrition', 'Fitness Training', 'Strength & Conditioning', 'Holistic Health', 'Functional Training', 'Pain Management', 'Sports', 'Weight Training', 'Back Pain', 'Exercise Physiology', 'Musculoskeletal', 'Sports Injuries', 'Rehabilitation', 'Injury Prevention', 'Sports Medicine', 'Yoga', 'Wellbeing', 'Physical Therapy', 'Athletics', 'Healing', 'Sports Nutrition', 'Supplements', 'Lifestyle Coaching', 'Wellness Coaching', 'Nutritional Counseling', 'Stress Management', 'Operant Conditioning', 'Kinesiology', 'Pilates', 'Corrective Exercise', 'Endurance', 'Functional Medicine', 'Weight Management', 'Core Strength', 'Lifestyle', 'Weight']"
374,Health & Fitness,"['Nutrition', 'Fitness', 'Coaching']"
375,Health & Fitness,['']
376,Health & Fitness,"['Weight Training', 'Personal Training', 'Nutrition']"
377,Health & Fitness,"['Fitness Training', 'Fitness Instruction', 'Fitness Consulting', 'Creative Writing', 'Personal Training', 'Public Speaking', 'Wellness Coaching', 'Coaching', 'Leadership']"
378,Health & Fitness,"['Sales Process', 'Business Development', 'Creative']"
379,Health & Fitness,"['Fitness', 'Personal Training', 'Strength Training']"
380,Health & Fitness,"['Research', 'Event Planning', 'Public Speaking', 'Fitness', 'Nutrition', 'Customer Service']"
381,Health & Fitness,['']
382,Health & Fitness,['']
383,Health & Fitness,"['Fitness', 'Personal Training', 'Strength Training']"
384,Health & Fitness,"['Marketing', 'Marketing Strategy', 'Social Media Marketing', 'Social Media', 'Sales', 'Market Research', 'Trade Shows', 'Product Marketing', 'Retail', 'Sales Management', 'Newsletters', 'Public Relations', 'Market Planning', 'Account Management', 'Program Management', 'Event Planning', 'Marketing Communications', 'Management']"
385,Health & Fitness,"['Coaching', 'Wellness', 'Empower']"
386,Health & Fitness,"['Strength Training', 'Fitness', 'Wellness']"
387,Health & Fitness,"['Nutrition', 'Cardio', 'Personal Training', 'Weight Training', 'Fitness Training', 'Wellness', 'Functional Training', 'Sports Nutrition', 'Strength Training', 'Sports', 'Healthcare', 'Strategic Planning', 'Social Media', 'Research', 'Event Planning', 'Cpr Certified', 'Exercise Physiology', 'Injury Prevention', 'Strength ', 'Microsoft Office', 'Microsoft Excel', 'Microsoft Word', 'PowerPoint', 'Teaching', 'Training', 'Coaching', 'Customer Service', 'Wellness Coaching', 'Public Speaking', 'Leadership Development', 'Nutritional Counseling', 'Health Promotion', 'Toning', 'Core Strength', 'Corrective Exercise', 'Stretching', 'Pilates', 'Fitness Consulting', 'Plyometrics', 'Lifestyle', 'Weight']"
388,Health & Fitness,"['Fitness', 'Healthcare', 'Manual Therapy']"
389,Health & Fitness,['']
390,Health & Fitness,"['Team Building', 'Customer Service', 'Coaching']"
391,Health & Fitness,"['Fitness', 'Sports Nutrition', 'Nutrition']"
392,Health & Fitness,"['Personal Training', 'Fitness', 'Fitness Training', 'Functional Training', 'Sports', 'Strength Training', 'Sports Nutrition', 'Weight Training', 'Athletics', 'Exercise Physiology', 'Strength & Conditioning', 'Toning', 'Circuit Training', 'Endurance', 'Operant Conditioning', 'Lifestyle']"
393,Health & Fitness,"['Wellness', 'Public Speaking', 'Fitness Training']"
394,Health & Fitness,"['Fitness', 'Sports Nutrition', 'Nutrition', 'Fitness Training', 'Personal Training', 'Weight Training', 'Sports', 'Strength Training', 'First Aid', 'Athletics', 'Functional Training', 'Occupational First Aid', 'Strength', 'Strength & Conditioning', 'Exercise Physiology', 'ECDL Certification', 'Kettlebells', 'Plyometrics', 'Endurance', 'Lifestyle', 'Reebok Spin Instructor', 'Reebok Kettlebell Instructor', 'Rip:60 Instructor', 'Sandcore 101 Instructor', 'Reebok HIIT', 'Reebok BodySmart', 'Metafit', 'Metafit Coach ']"
395,Health & Fitness,"['Fitness', 'Personal Training', 'Fitness Training']"
396,Health & Fitness,"['Fitness', 'Wellness', 'Nutrition']"
397,Health & Fitness,"['Publishing', 'Mac', 'Social Media Marketing']"
398,Health & Fitness,"['Health Promotion', 'Health Education', 'Sports Nutrition', 'Personal Training', 'Nutrition', 'Public Health', 'First Aid', 'Exercise Physiology', 'Fitness Training', 'Microsoft Office', 'Customer Service', 'Sports Coaching', 'Critical Thinking', 'Health Economics', 'Weight Management', 'Identifying Client Needs']"
399,Health & Fitness,['']
400,Health & Fitness,"['Nutrition', 'Personal Training', 'Rehabilitation', 'Functional Training', 'Sports', 'Strength Training', 'Fitness', 'Fitness Training', 'Wellness', 'Secondary Education', 'Customer Service', 'Leadership', 'Coaching', 'Training', 'Public Speaking', 'Functional Movement', 'Functional Movement Screen', 'Injury Rehabilitation', 'Further Education', 'Self-confidence']"
401,Health & Fitness,"['Accounting', 'Forecasting', 'Financial Reporting', 'Analysis', 'Financial Analysis', 'General Ledger', 'Budgets', 'Finance', 'Strategic Planning', 'Sarbanes-Oxley Act', 'Internal Controls', 'Business Planning', 'Project Management', 'Business Process Improvement', 'GAAP', 'Manufacturing', 'Financial Modeling', 'Budgeting', 'Consolidation', 'Cost Accounting', 'Mergers', 'Microsoft Excel', 'Access', 'QuickBooks', 'Microsoft Office', 'JD Edwards', 'Team Building', 'Cross-functional Team Leadership', 'Process Improvement']"
402,Health & Fitness,"['Social Media', 'Marketing', 'Marketing Strategy']"
403,Health & Fitness,"['Fitness', 'Nutrition', 'Wellness']"
